predictions
82.979706
82.76056
81.14505
79.9439
79.624084
78.38191
79.15724
78.02342
76.488396
74.92271
75.429054
75.05196
74.02177
73.7938
73.18931
74.40117
77.03877
77.208466
73.62025
71.529015
72.0275
73.77821
74.58367
75.216286
74.32239
76.76795
77.508804
79.075905
79.900826
80.36259
79.19261
80.10487
78.59643
79.749245
79.04161
79.84087
80.98752
80.54918
81.6043
82.08738
81.78293
82.26547
82.352394
81.553185
80.132164
81.73909
83.08776
82.54606
81.0053
81.40197
82.09088
80.98316
80.75491
80.27273
82.21034
82.63201
83.907364
85.03611
86.760574
87.10034
86.17453
85.614876
85.129234
84.56277
84.26356
85.92442
85.78242
83.591415
81.71967
83.456764
83.90398
83.962685
85.24539
84.51268
82.76377
83.346535
85.23503
86.357605
86.455635
83.12316
80.26588
77.458305
75.51594
76.85412
76.73895
75.98067
74.70291
72.18052
70.51003
69.7282
69.980156
68.323555
69.63118
70.11777
68.87912
70.877
74.13119
74.07539
72.57304
72.81967
74.55627
72.08889
71.48411
72.005165
74.25447
75.42904
74.02175
74.97245
76.892715
77.833374
77.02551
77.29085
77.972374
77.53322
76.65112
76.70299
78.83381
78.59547
76.36884
75.824974
73.53079
72.51284
72.217285
74.00915
75.41669
76.1099
75.13684
77.01007
77.27987
76.88592
76.229546
76.70298
77.57835
76.89956
79.17942
79.26951
79.21725
77.82752
77.27469
78.44551
79.17245
81.34025
82.69327
82.738655
82.264656
81.017166
81.62694
80.59682
78.44771
76.164474
75.6731
75.545135
75.9804
75.67848
74.73788
73.7527
73.34889
72.034225
72.55386
73.39295
75.07181
74.82988
72.31516
73.718605
75.100746
74.870865
74.18586
74.72836
74.50238
76.34323
77.29407
77.03119
76.23547
74.9348
73.99684
74.93435
73.93834
74.715965
75.271515
76.53057
76.66395
76.38685
77.83756
79.98001
81.67921
81.70888
82.92044
83.44819
82.0366
82.7879
82.47827
81.9545
83.11928
82.97189
81.59737
83.13327
80.00568
81.778206
80.90135
81.854706
82.68193
82.81969
82.22147
82.38213
81.72166
83.0533
84.08007
84.902054
86.612915
87.098854
87.300835
86.964714
87.96492
88.036575
85.20091
85.017296
82.61523
80.71749
81.900764
81.78369
81.97914
81.51944
83.866745
84.05043
85.84091
84.46786
86.79232
88.17321
89.39826
89.63716
88.9523
88.4972
88.55278
88.00258
88.770485
88.50482
88.81727
87.94368
88.199585
88.97474
89.9961
90.69584
91.71385
91.26026
91.70269
91.34713
90.065926
91.527565
91.75174
89.63824
90.47037
88.5974
88.2044
89.37523
91.227974
92.08806
91.67469
91.76919
91.59647
91.07567
89.07919
89.2671
88.06326
86.39806
87.43462
85.89535
89.31202
92.2653
91.140236
91.107956
90.759254
89.24237
87.677025
87.095535
86.8667
86.90884
85.83064
85.03079
84.52247
85.1381
86.49323
86.46574
93.209274
98.01115
97.65558
98.14929
97.240234
99.81333
102.28897
102.064476
104.4642
105.425835
105.060036
104.51328
102.90703
101.42944
101.48972
97.314
98.32106
101.54957
101.21932
102.48772
104.08181
105.69852
105.59491
105.46094
104.13431
104.97095
104.40587
106.69035
107.73373
108.222595
108.15641
108.641685
109.91763
111.94231
109.48184
106.28029
107.388794
108.06482
109.31861
107.00424
108.12349
110.890366
111.48029
111.52675
111.55959
112.05834
112.1178
112.987885
112.62681
110.59514
109.16271
99.48221
97.779045
102.99916
103.83293
98.32091
99.36558
99.91082
97.55307
97.18629
100.276405
98.65142
99.73122
97.94871
99.82802
101.4692
100.433716
100.83599
102.851685
100.47651
100.67755
100.47917
99.24217
99.35996
100.946976
102.07087
99.50154
97.55986
99.6645
94.913
95.22045
93.19712
93.43722
93.59934
95.56554
91.2546
91.36439
90.77794
92.980385
94.92755
95.66038
95.217384
97.09489
96.890366
98.85868
96.454994
95.40111
97.65048
98.23578
95.93443
97.5016
96.15912
97.71623
98.36123
99.334145
100.08353
99.43863
99.840096
97.62961
97.715836
95.92311
95.11561
94.00306
92.10702
86.66935
86.95691
81.47539
79.48366
82.67897
85.7239
85.74364
87.9442
86.98351
87.76038
82.75583
82.39117
84.11458
85.58492
85.45571
85.52353
85.585335
87.37105
89.05612
89.09117
89.16869
86.73114
86.19131
89.30958
89.3129
87.55225
88.343254
90.300026
89.20678
89.60698
88.2052
85.923645
86.980225
86.13737
80.89951
80.00582
80.34228
84.27872
81.79055
82.268196
79.61435
77.97251
76.07306
79.45848
82.590706
83.26565
85.40086
86.05288
85.84593
84.51821
86.82607
86.650604
88.46818
86.4594
85.52577
87.45241
91.22592
93.36493
90.58562
94.0634
93.57118
93.42977
92.440735
92.70679
94.23671
94.48539
95.73395
97.010635
96.00236
97.99268
99.18184
98.38142
99.609184
102.65369
99.01652
97.69056
97.21001
98.23072
96.39146
97.02431
98.42034
99.952446
100.55639
100.42755
101.181274
101.202225
101.49251
100.72119
98.57392
99.70743
97.99129
100.354836
95.07592
